timestamp,UV index,insolation,rainfall,airTemp,airDensity,windSpeed
20151118 14:00,1,30,30.3,13.7,1.27,5
20151118 14:30,1,30,34.7,13.8,1.27,5
20151118 15:00,1,30,39,14,1.27,5
20151118 15:30,0.8,24,38.3,13.7,1.27,5
20151118 16:00,0.7,21,37.7,13.3,1.27,5
20151118 16:30,0.5,15,37,13,1.27,5
20151118 17:00,0.3,9,36.3,12.7,1.27,5
20151118 17:30,0.2,6,35.7,12.3,1.27,5
20151118 18:00,0,0,35,12,1.27,5
20151118 18:30,0,0,35.8,11.8,1.27,5
20151118 19:00,0,0,36.7,11.7,1.27,5
20151118 19:30,0,0,37.5,11.5,1.27,5
20151118 20:00,0,0,38.3,11.3,1.27,5
20151118 20:30,0,0,39.2,11.2,1.27,5
20151118 21:00,0,0,40,11,1.27,5
20151118 21:30,0,0,46.8,11,1.27,5
20151118 22:00,0,0,53.7,11,1.27,5
20151118 22:30,0,0,60.5,11,1.27,5
20151118 23:00,0,0,67.3,11,1.27,5
20151118 23:30,0,0,74.2,11,1.27,5
20151119 00:00,0,0,1,11,1.27,5
20151119 00:30,0,0,1.7,11,1.27,5
20151119 01:00,0,0,2.3,11,1.27,5
20151119 01:30,0,0,3,11,1.27,5
20151119 02:00,0,0,3.7,11,1.27,5
20151119 02:30,0,0,4.3,11,1.27,5
20151119 03:00,0,0,5,11,1.27,5
20151119 03:30,0,0,6,10.8,1.27,5
20151119 04:00,0,0,7,10.7,1.27,5
20151119 04:30,0,0,8,10.5,1.27,5
20151119 05:00,0,0,9,10.3,1.27,5
20151119 05:30,0,0,10,10.2,1.27,5
20151119 06:00,0,0,11,10,1.27,5
20151119 06:30,0.2,6,12,10,1.27,5
20151119 07:00,0.3,9,13,10,1.27,5
20151119 07:30,0.5,15,14,10,1.27,5
20151119 08:00,0.7,21,15,10,1.27,5
20151119 08:30,0.8,24,16,10,1.27,5
20151119 09:00,1,30,17,10,1.27,5
20151119 09:30,1,30,21.3,10,1.27,5
20151119 10:00,1,30,25.7,10,1.27,5
20151119 10:30,1,30,30,10,1.27,5
20151119 11:00,1,30,34.3,10,1.27,5
20151119 11:30,1,30,38.7,10,1.27,5
20151119 12:00,1,30,43,10,1.27,5
20151119 12:30,1,30,38.3,10,1.27,5
20151119 13:00,1,30,33.7,10,1.27,5
20151119 13:30,1,30,29,10,1.27,5
20151119 14:00,1,30,24.3,10,1.27,5
20151119 14:30,1,30,19.7,10,1.27,5
20151119 15:00,1,30,15,10,1.27,5
20151119 15:30,0.8,24,14,9.8,1.27,5
20151119 16:00,0.7,21,13,9.7,1.27,5
20151119 16:30,0.5,15,12,9.5,1.27,5
20151119 17:00,0.3,9,11,9.3,1.27,5
20151119 17:30,0.2,6,10,9.2,1.27,5
20151119 18:00,0,0,9,9,1.27,5
20151119 18:30,0,0,9,8.8,1.27,5
20151119 19:00,0,0,9,8.7,1.27,5
20151119 19:30,0,0,9,8.5,1.27,5
20151119 20:00,0,0,9,8.3,1.27,5
20151119 20:30,0,0,9,8.2,1.27,5
20151119 21:00,0,0,9,8,1.27,5
20151119 21:30,0,0,9.3,8,1.27,5
20151119 22:00,0,0,9.7,8,1.27,5
20151119 22:30,0,0,10,8,1.27,5
20151119 23:00,0,0,10.3,8,1.27,5
20151119 23:30,0,0,10.7,8,1.27,5
20151120 00:00,0,0,4,8,1.27,5
20151120 00:30,0,0,4.3,7.8,1.27,5
20151120 01:00,0,0,4.7,7.7,1.27,5
20151120 01:30,0,0,5,7.5,1.27,5
20151120 02:00,0,0,5.3,7.3,1.27,5
20151120 02:30,0,0,5.7,7.2,1.27,5
20151120 03:00,0,0,6,7,1.27,5
20151120 03:30,0,0,6.2,7,1.27,5
20151120 04:00,0,0,6.3,7,1.27,5
20151120 04:30,0,0,6.5,7,1.27,5
20151120 05:00,0,0,6.7,7,1.27,5
20151120 05:30,0,0,6.8,7,1.27,5
20151120 06:00,0,0,7,7,1.27,5
20151120 06:30,0.2,6,7.2,7,1.27,5
20151120 07:00,0.3,9,7.3,7,1.27,5
20151120 07:30,0.5,15,7.5,7,1.27,5
20151120 08:00,0.7,21,7.7,7,1.27,5
20151120 08:30,0.8,24,7.8,7,1.27,5
20151120 09:00,1,30,8,7,1.27,5
20151120 09:30,1,30,7.5,7.2,1.27,5
20151120 10:00,1,30,7,7.3,1.27,5
20151120 10:30,1,30,6.5,7.5,1.27,5
20151120 11:00,1,30,6,7.7,1.27,5
20151120 11:30,1,30,5.5,7.8,1.27,5
20151120 12:00,1,30,5,8,1.27,5
20151120 12:30,1,30,5,7.8,1.27,5
20151120 13:00,1,30,5,7.7,1.27,5
20151120 13:30,1,30,5,7.5,1.27,5
20151120 14:00,1,30,5,7.3,1.27,5
20151120 14:30,1,30,5,7.2,1.27,5
20151120 15:00,1,30,5,7,1.27,5
20151120 15:30,0.8,24,11.2,6.8,1.27,5
20151120 16:00,0.7,21,17.3,6.7,1.27,5
20151120 16:30,0.5,15,23.5,6.5,1.27,5
20151120 17:00,0.3,9,29.7,6.3,1.27,5
20151120 17:30,0.2,6,35.8,6.2,1.27,5
20151120 18:00,0,0,42,6,1.27,5
20151120 18:30,0,0,44.3,5.7,1.27,5
20151120 19:00,0,0,46.7,5.3,1.27,5
20151120 19:30,0,0,49,5,1.27,5
20151120 20:00,0,0,51.3,4.7,1.27,5
20151120 20:30,0,0,53.7,4.3,1.27,5
20151120 21:00,0,0,56,4,1.27,5
20151120 21:30,0,0,53.2,3.8,1.27,5
20151120 22:00,0,0,50.3,3.7,1.27,5
20151120 22:30,0,0,47.5,3.5,1.27,5
20151120 23:00,0,0,44.7,3.3,1.27,5
20151120 23:30,0,0,41.8,3.2,1.27,5
20151121 00:00,0,0,43,2,1.27,5
20151121 00:30,0,0,38.5,2,1.27,5
20151121 01:00,0,0,34,2,1.27,5
20151121 01:30,0,0,29.5,2,1.27,5
20151121 02:00,0,0,25,2,1.27,5
20151121 02:30,0,0,20.5,2,1.27,5
20151121 03:00,0,0,16,2,1.27,5
20151121 03:30,0,0,27.8,2,1.27,5
20151121 04:00,0,0,39.7,2,1.27,5
20151121 04:30,0,0,51.5,2,1.27,5
20151121 05:00,0,0,63.3,2,1.27,5
20151121 05:30,0,0,75.2,2,1.27,5
20151121 06:00,0,0,87,2,1.27,5
20151121 06:30,0.2,6,73.7,2.2,1.27,5
20151121 07:00,0.3,9,60.3,2.3,1.27,5
20151121 07:30,0.5,15,47,2.5,1.27,5
20151121 08:00,0.7,21,33.7,2.7,1.27,5
20151121 08:30,0.8,24,20.3,2.8,1.27,5
20151121 09:00,1,30,7,3,1.27,5
20151121 09:30,1,30,5.8,3,1.27,5
20151121 10:00,1,30,4.7,3,1.27,5
20151121 10:30,1,30,3.5,3,1.27,5
20151121 11:00,1,30,2.3,3,1.27,5
20151121 11:30,1,30,1.2,3,1.27,5
20151121 12:00,1,30,0,3,1.27,5
20151121 12:30,1,30,0,3,1.27,5
20151121 13:00,1,30,0,3,1.27,5
20151121 13:30,1,30,0,3,1.27,5
20151121 14:00,1,30,0,3,1.27,5
20151121 14:30,1,30,0,3,1.27,5
20151121 15:00,1,30,0,3,1.27,5
20151121 15:30,0.8,24,0,2.7,1.27,5
20151121 16:00,0.7,21,0,2.3,1.27,5
20151121 16:30,0.5,15,0,2,1.27,5
20151121 17:00,0.3,9,0,1.7,1.27,5
20151121 17:30,0.2,6,0,1.3,1.27,5
20151121 18:00,0,0,0,1,1.27,5
20151121 18:30,0,0,0,0.8,1.27,5
20151121 19:00,0,0,0,0.7,1.27,5
20151121 19:30,0,0,0,0.5,1.27,5
20151121 20:00,0,0,0,0.3,1.27,5
20151121 20:30,0,0,0,0.2,1.27,5
20151121 21:00,0,0,0,0,1.27,5
20151121 21:30,0,0,0,0,1.27,5
20151121 22:00,0,0,0,0,1.27,5
20151121 22:30,0,0,0,0,1.27,5
20151121 23:00,0,0,0,0,1.27,5
20151121 23:30,0,0,0,0,1.27,5
20151122 00:00,0,0,0,-1,1.27,5
20151122 00:30,0,0,8.3,-0.7,1.27,5
20151122 01:00,0,0,16.7,-0.3,1.27,5
20151122 01:30,0,0,25,0,1.27,5
20151122 02:00,0,0,33.3,0.3,1.27,5
20151122 02:30,0,0,41.7,0.7,1.27,5
20151122 03:00,0,0,50,1,1.27,5
20151122 03:30,0,0,45.3,1.2,1.27,5
20151122 04:00,0,0,40.7,1.3,1.27,5
20151122 04:30,0,0,36,1.5,1.27,5
20151122 05:00,0,0,31.3,1.7,1.27,5
20151122 05:30,0,0,26.7,1.8,1.27,5
20151122 06:00,0,0,22,2,1.27,5
20151122 06:30,0.2,6,20.8,2.2,1.27,5
20151122 07:00,0.3,9,19.7,2.3,1.27,5
20151122 07:30,0.5,15,18.5,2.5,1.27,5
20151122 08:00,0.7,21,17.3,2.7,1.27,5
20151122 08:30,0.8,24,16.2,2.8,1.27,5
20151122 09:00,1,30,15,3,1.27,5
20151122 09:30,1,30,13.3,3.2,1.27,5
20151122 10:00,1,30,11.7,3.3,1.27,5
20151122 10:30,1,30,10,3.5,1.27,5
20151122 11:00,1,30,8.3,3.7,1.27,5
20151122 11:30,1,30,6.7,3.8,1.27,5
20151122 12:00,1,30,5,4,1.27,5
20151122 12:30,1,30,4.3,4,1.27,5
20151122 13:00,1,30,3.7,4,1.27,5
20151122 13:30,1,30,3,4,1.27,5
20151122 14:00,1,30,2.3,4,1.27,5
20151122 14:30,1,30,1.7,4,1.27,5
20151122 15:00,1,30,1,4,1.27,5
20151122 15:30,0.8,24,0.8,3.7,1.27,5
20151122 16:00,0.7,21,0.7,3.3,1.27,5
20151122 16:30,0.5,15,0.5,3,1.27,5
20151122 17:00,0.3,9,0.3,2.7,1.27,5
20151122 17:30,0.2,6,0.2,2.3,1.27,5
20151122 18:00,0,0,0,2,1.27,5
20151122 18:30,0,0,0,1.8,1.27,5
20151122 19:00,0,0,0,1.7,1.27,5
20151122 19:30,0,0,0,1.5,1.27,5
20151122 20:00,0,0,0,1.3,1.27,5
20151122 20:30,0,0,0,1.2,1.27,5
20151122 21:00,0,0,0,1,1.27,5
20151122 21:30,0,0,0,0.8,1.27,5
20151122 22:00,0,0,0,0.7,1.27,5
20151122 22:30,0,0,0,0.5,1.27,5
20151122 23:00,0,0,0,0.3,1.27,5
20151122 23:30,0,0,0,0.2,1.27,5
20151123 00:00,0,0,0,1,1.27,5
20151123 00:30,0,0,0,0.8,1.27,5
20151123 01:00,0,0,0,0.7,1.27,5
20151123 01:30,0,0,0,0.5,1.27,5
20151123 02:00,0,0,0,0.3,1.27,5
20151123 02:30,0,0,0,0.2,1.27,5
20151123 03:00,0,0,0,0,1.27,5
20151123 03:30,0,0,0.3,-0.2,1.27,5
20151123 04:00,0,0,0.7,-0.3,1.27,5
20151123 04:30,0,0,1,-0.5,1.27,5
20151123 05:00,0,0,1.3,-0.7,1.27,5
20151123 05:30,0,0,1.7,-0.8,1.27,5
20151123 06:00,0,0,2,-1,1.27,5
20151123 06:30,0.2,6,3.8,-1,1.27,5
20151123 07:00,0.3,9,5.7,-1,1.27,5
20151123 07:30,0.5,15,7.5,-1,1.27,5
20151123 08:00,0.7,21,9.3,-1,1.27,5
20151123 08:30,0.8,24,11.2,-1,1.27,5
20151123 09:00,1,30,13,-1,1.27,5
20151123 09:30,1,30,11,-0.3,1.27,5
20151123 10:00,1,30,9,0.3,1.27,5
20151123 10:30,1,30,7,1,1.27,5
20151123 11:00,1,30,5,1.7,1.27,5
20151123 11:30,1,30,3,2.3,1.27,5
20151123 12:00,1,30,1,3,1.27,5
20151123 12:30,1,30,1.7,3.2,1.27,5
20151123 13:00,1,30,2.3,3.3,1.27,5
20151123 13:30,1,30,3,3.5,1.27,5
20151123 14:00,1,30,3.7,3.7,1.27,5
20151123 14:30,1,30,4.3,3.8,1.27,5
20151123 15:00,1,30,5,4,1.27,5
20151123 15:30,0.8,24,5.2,4,1.27,5
20151123 16:00,0.7,21,5.3,4,1.27,5
20151123 16:30,0.5,15,5.5,4,1.27,5
20151123 17:00,0.3,9,5.7,4,1.27,5
20151123 17:30,0.2,6,5.8,4,1.27,5
20151123 18:00,0,0,6,4,1.27,5
20151123 18:30,0,0,7.2,4.2,1.27,5
20151123 19:00,0,0,8.3,4.3,1.27,5
20151123 19:30,0,0,9.5,4.5,1.27,5
20151123 20:00,0,0,10.7,4.7,1.27,5
20151123 20:30,0,0,11.8,4.8,1.27,5
20151123 21:00,0,0,13,5,1.27,5
20151123 21:30,0,0,20.7,5.2,1.27,5
20151123 22:00,0,0,28.3,5.3,1.27,5
20151123 22:30,0,0,36,5.5,1.27,5
20151123 23:00,0,0,43.7,5.7,1.27,5
20151123 23:30,0,0,51.3,5.8,1.27,5
20151124 00:00,0,0,92,6,1.27,5
20151124 00:30,0,0,92.2,6.2,1.27,5
20151124 01:00,0,0,92.3,6.3,1.27,5
20151124 01:30,0,0,92.5,6.5,1.27,5
20151124 02:00,0,0,92.7,6.7,1.27,5
20151124 02:30,0,0,92.8,6.8,1.27,5
20151124 03:00,0,0,93,7,1.27,5
20151124 03:30,0,0,86.3,7.2,1.27,5
20151124 04:00,0,0,79.7,7.3,1.27,5
20151124 04:30,0,0,73,7.5,1.27,5
20151124 05:00,0,0,66.3,7.7,1.27,5
20151124 05:30,0,0,59.7,7.8,1.27,5
20151124 06:00,0,0,53,8,1.27,5
20151124 06:30,0.2,6,45.5,7.8,1.27,5
20151124 07:00,0.3,9,38,7.7,1.27,5
20151124 07:30,0.5,15,30.5,7.5,1.27,5
20151124 08:00,0.7,21,23,7.3,1.27,5
20151124 08:30,0.8,24,15.5,7.2,1.27,5
20151124 09:00,1,30,8,7,1.27,5
20151124 09:30,1,30,7.8,7,1.27,5
20151124 10:00,1,30,7.7,7,1.27,5
20151124 10:30,1,30,7.5,7,1.27,5
20151124 11:00,1,30,7.3,7,1.27,5
20151124 11:30,1,30,7.2,7,1.27,5
20151124 12:00,1,30,7,7,1.27,5
20151124 12:30,1,30,7.3,7.2,1.27,5
20151124 13:00,1,30,7.7,7.3,1.27,5
20151124 13:30,1,30,8,7.5,1.27,5
20151124 14:00,1,30,8.3,7.7,1.27,5
20151124 14:30,1,30,8.7,7.8,1.27,5
20151124 15:00,1,30,9,8,1.27,5
20151124 15:30,0.8,24,15.5,7.8,1.27,5
20151124 16:00,0.7,21,22,7.7,1.27,5
20151124 16:30,0.5,15,28.5,7.5,1.27,5
20151124 17:00,0.3,9,35,7.3,1.27,5
20151124 17:30,0.2,6,41.5,7.2,1.27,5
20151124 18:00,0,0,48,7,1.27,5
20151124 18:30,0,0,49.2,7,1.27,5
20151124 19:00,0,0,50.3,7,1.27,5
20151124 19:30,0,0,51.5,7,1.27,5
20151124 20:00,0,0,52.7,7,1.27,5
20151124 20:30,0,0,53.8,7,1.27,5
20151124 21:00,0,0,55,7,1.27,5
20151124 21:30,0,0,53.2,7,1.27,5
20151124 22:00,0,0,51.3,7,1.27,5
20151124 22:30,0,0,49.5,7,1.27,5
20151124 23:00,0,0,47.7,7,1.27,5
20151124 23:30,0,0,45.8,7,1.27,5
20151125 00:00,0,0,2,7,1.27,5
20151125 00:30,0,0,2.2,6.8,1.27,5
20151125 01:00,0,0,2.3,6.7,1.27,5
20151125 01:30,0,0,2.5,6.5,1.27,5
20151125 02:00,0,0,2.7,6.3,1.27,5
20151125 02:30,0,0,2.8,6.2,1.27,5
20151125 03:00,0,0,3,6,1.27,5
20151125 03:30,0,0,3.3,6.2,1.27,5
20151125 04:00,0,0,3.7,6.3,1.27,5
20151125 04:30,0,0,4,6.5,1.27,5
20151125 05:00,0,0,4.3,6.7,1.27,5
20151125 05:30,0,0,4.7,6.8,1.27,5
20151125 06:00,0,0,5,7,1.27,5
20151125 06:30,0.2,6,13.2,7,1.27,5
20151125 07:00,0.3,9,21.3,7,1.27,5
20151125 07:30,0.5,15,29.5,7,1.27,5
20151125 08:00,0.7,21,37.7,7,1.27,5
20151125 08:30,0.8,24,45.8,7,1.27,5
20151125 09:00,1,30,54,7,1.27,5
20151125 09:30,1,30,46.2,7.2,1.27,5
20151125 10:00,1,30,38.3,7.3,1.27,5
20151125 10:30,1,30,30.5,7.5,1.27,5
20151125 11:00,1,30,22.7,7.7,1.27,5
20151125 11:30,1,30,14.8,7.8,1.27,5
20151125 12:00,1,30,7,8,1.27,5
20151125 12:30,1,30,14.2,8,1.27,5
20151125 13:00,1,30,21.3,8,1.27,5
20151125 13:30,1,30,28.5,8,1.27,5
20151125 14:00,1,30,35.7,8,1.27,5
20151125 14:30,1,30,42.8,8,1.27,5
20151125 15:00,1,30,50,8,1.27,5
20151125 15:30,0.8,24,48.3,8,1.27,5
20151125 16:00,0.7,21,46.7,8,1.27,5
20151125 16:30,0.5,15,45,8,1.27,5
20151125 17:00,0.3,9,43.3,8,1.27,5
20151125 17:30,0.2,6,41.7,8,1.27,5
20151125 18:00,0,0,40,8,1.27,5
20151125 18:30,0,0,42,8,1.27,5
20151125 19:00,0,0,44,8,1.27,5
20151125 19:30,0,0,46,8,1.27,5
20151125 20:00,0,0,48,8,1.27,5
20151125 20:30,0,0,50,8,1.27,5
20151125 21:00,0,0,52,8,1.27,5
20151125 21:30,0,0,45.3,8,1.27,5
20151125 22:00,0,0,38.7,8,1.27,5
20151125 22:30,0,0,32,8,1.27,5
20151125 23:00,0,0,25.3,8,1.27,5
20151125 23:30,0,0,18.7,8,1.27,5
20151126 00:00,0,0,10,8,1.27,5
20151126 00:30,0,0,9.7,8,1.27,5
20151126 01:00,0,0,9.3,8,1.27,5
20151126 01:30,0,0,9,8,1.27,5
20151126 02:00,0,0,8.7,8,1.27,5
20151126 02:30,0,0,8.3,8,1.27,5
20151126 03:00,0,0,8,8,1.27,5
20151126 03:30,0,0,7,7.8,1.27,5
20151126 04:00,0,0,6,7.7,1.27,5
20151126 04:30,0,0,5,7.5,1.27,5
20151126 05:00,0,0,4,7.3,1.27,5
20151126 05:30,0,0,3,7.2,1.27,5
20151126 06:00,0,0,2,7,1.27,5
20151126 06:30,0.2,6,3.3,7,1.27,5
20151126 07:00,0.3,9,4.7,7,1.27,5
20151126 07:30,0.5,15,6,7,1.27,5
20151126 08:00,0.7,21,7.3,7,1.27,5
20151126 08:30,0.8,24,8.7,7,1.27,5
20151126 09:00,1,30,10,7,1.27,5
20151126 09:30,1,30,9.2,7.3,1.27,5
20151126 10:00,1,30,8.3,7.7,1.27,5
20151126 10:30,1,30,7.5,8,1.27,5
20151126 11:00,1,30,6.7,8.3,1.27,5
20151126 11:30,1,30,5.8,8.7,1.27,5
20151126 12:00,1,30,5,9,1.27,5
20151126 12:30,1,30,5.5,9.2,1.27,5
20151126 13:00,1,30,6,9.3,1.27,5
20151126 13:30,1,30,6.5,9.5,1.27,5
20151126 14:00,1,30,7,9.7,1.27,5
20151126 14:30,1,30,7.5,9.8,1.27,5
20151126 15:00,1,30,8,10,1.27,5
20151126 15:30,0.8,24,7.7,9.8,1.27,5
20151126 16:00,0.7,21,7.3,9.7,1.27,5
20151126 16:30,0.5,15,7,9.5,1.27,5
20151126 17:00,0.3,9,6.7,9.3,1.27,5
20151126 17:30,0.2,6,6.3,9.2,1.27,5
20151126 18:00,0,0,6,9,1.27,5
20151126 18:30,0,0,13.3,9,1.27,5
20151126 19:00,0,0,20.7,9,1.27,5
20151126 19:30,0,0,28,9,1.27,5
20151126 20:00,0,0,35.3,9,1.27,5
20151126 20:30,0,0,42.7,9,1.27,5
20151126 21:00,0,0,50,9,1.27,5
20151126 21:30,0,0,48.5,9,1.27,5
20151126 22:00,0,0,47,9,1.27,5
20151126 22:30,0,0,45.5,9,1.27,5
20151126 23:00,0,0,44,9,1.27,5
20151126 23:30,0,0,42.5,9,1.27,5
20151127 00:00,0,0,10,10,1.27,5
20151127 00:30,0,0,10.5,10,1.27,5
20151127 01:00,0,0,11,10,1.27,5
20151127 01:30,0,0,11.5,10,1.27,5
20151127 02:00,0,0,12,10,1.27,5
20151127 02:30,0,0,12.5,10,1.27,5
20151127 03:00,0,0,13,10,1.27,5
20151127 03:30,0,0,14.2,10,1.27,5
20151127 04:00,0,0,15.3,10,1.27,5
20151127 04:30,0,0,16.5,10,1.27,5
20151127 05:00,0,0,17.7,10,1.27,5
20151127 05:30,0,0,18.8,10,1.27,5
20151127 06:00,0,0,20,10,1.27,5
20151127 06:30,0.2,6,19.5,10.2,1.27,5
20151127 07:00,0.3,9,19,10.3,1.27,5
20151127 07:30,0.5,15,18.5,10.5,1.27,5
20151127 08:00,0.7,21,18,10.7,1.27,5
20151127 08:30,0.8,24,17.5,10.8,1.27,5
20151127 09:00,1,30,17,11,1.27,5
20151127 09:30,1,30,21.5,11,1.27,5
20151127 10:00,1,30,26,11,1.27,5
20151127 10:30,1,30,30.5,11,1.27,5
20151127 11:00,1,30,35,11,1.27,5
20151127 11:30,1,30,39.5,11,1.27,5
20151127 12:00,1,30,44,11,1.27,5
20151127 12:30,1,30,52.3,11,1.27,5
20151127 13:00,1,30,60.7,11,1.27,5
20151127 13:30,1,30,69,11,1.27,5
20151127 14:00,1,30,77.3,11,1.27,5
20151127 14:30,1,30,85.7,11,1.27,5
20151127 15:00,1,30,94,11,1.27,5
20151127 15:30,0.8,24,93.7,10.5,1.27,5
20151127 16:00,0.7,21,93.3,10,1.27,5
20151127 16:30,0.5,15,93,9.5,1.27,5
20151127 17:00,0.3,9,92.7,9,1.27,5
20151127 17:30,0.2,6,92.3,8.5,1.27,5
20151127 18:00,0,0,92,8,1.27,5
20151127 18:30,0,0,77.7,7.5,1.27,5
20151127 19:00,0,0,63.3,7,1.27,5
20151127 19:30,0,0,49,6.5,1.27,5
20151127 20:00,0,0,34.7,6,1.27,5
20151127 20:30,0,0,20.3,5.5,1.27,5
20151127 21:00,0,0,6,5,1.27,5
20151127 21:30,0,0,5.7,4.8,1.27,5
20151127 22:00,0,0,5.3,4.7,1.27,5
20151127 22:30,0,0,5,4.5,1.27,5
20151127 23:00,0,0,4.7,4.3,1.27,5
20151127 23:30,0,0,4.3,4.2,1.27,5
20151128 00:00,0,0,0,4,1.27,5
20151128 00:30,0,0,0.2,3.8,1.27,5
20151128 01:00,0,0,0.3,3.7,1.27,5
20151128 01:30,0,0,0.5,3.5,1.27,5
20151128 02:00,0,0,0.7,3.3,1.27,5
20151128 02:30,0,0,0.8,3.2,1.27,5
20151128 03:00,0,0,1,3,1.27,5
20151128 03:30,0,0,0.8,3,1.27,5
20151128 04:00,0,0,0.7,3,1.27,5
20151128 04:30,0,0,0.5,3,1.27,5
20151128 05:00,0,0,0.3,3,1.27,5
20151128 05:30,0,0,0.2,3,1.27,5
20151128 06:00,0,0,0,3,1.27,5
20151128 06:30,0.2,6,1.7,3.2,1.27,5
20151128 07:00,0.3,9,3.3,3.3,1.27,5
20151128 07:30,0.5,15,5,3.5,1.27,5
20151128 08:00,0.7,21,6.7,3.7,1.27,5
20151128 08:30,0.8,24,8.3,3.8,1.27,5
20151128 09:00,1,30,10,4,1.27,5
20151128 09:30,1,30,16.3,4.3,1.27,5
20151128 10:00,1,30,22.7,4.7,1.27,5
20151128 10:30,1,30,29,5,1.27,5
20151128 11:00,1,30,35.3,5.3,1.27,5
20151128 11:30,1,30,41.7,5.7,1.27,5
20151128 12:00,1,30,48,6,1.27,5
20151128 12:30,1,30,55.7,6.2,1.27,5
20151128 13:00,1,30,63.3,6.3,1.27,5
20151128 13:30,1,30,71,6.5,1.27,5
20151128 14:00,1,30,78.7,6.7,1.27,5
20151128 14:30,1,30,86.3,6.8,1.27,5
20151128 15:00,1,30,94,7,1.27,5
20151128 15:30,0.8,24,94.3,7.2,1.27,5
20151128 16:00,0.7,21,94.7,7.3,1.27,5
20151128 16:30,0.5,15,95,7.5,1.27,5
20151128 17:00,0.3,9,95.3,7.7,1.27,5
20151128 17:30,0.2,6,95.7,7.8,1.27,5
20151128 18:00,0,0,96,8,1.27,5
20151128 18:30,0,0,86,8,1.27,5
20151128 19:00,0,0,76,8,1.27,5
20151128 19:30,0,0,66,8,1.27,5
20151128 20:00,0,0,56,8,1.27,5
20151128 20:30,0,0,46,8,1.27,5
20151128 21:00,0,0,36,8,1.27,5
20151128 21:30,0,0,31.8,8,1.27,5
20151128 22:00,0,0,27.7,8,1.27,5
20151128 22:30,0,0,23.5,8,1.27,5
20151128 23:00,0,0,19.3,8,1.27,5
20151128 23:30,0,0,15.2,8,1.27,5
20151129 00:00,0,0,8,8,1.27,5
20151129 00:30,0,0,12.5,8,1.27,5
20151129 01:00,0,0,17,8,1.27,5
20151129 01:30,0,0,21.5,8,1.27,5
20151129 02:00,0,0,26,8,1.27,5
20151129 02:30,0,0,30.5,8,1.27,5
20151129 03:00,0,0,35,8,1.27,5
20151129 03:30,0,0,43,8.2,1.27,5
20151129 04:00,0,0,51,8.3,1.27,5
20151129 04:30,0,0,59,8.5,1.27,5
20151129 05:00,0,0,67,8.7,1.27,5
20151129 05:30,0,0,75,8.8,1.27,5
20151129 06:00,0,0,83,9,1.27,5
20151129 06:30,0.2,6,83.2,9.2,1.27,5
20151129 07:00,0.3,9,83.3,9.3,1.27,5
20151129 07:30,0.5,15,83.5,9.5,1.27,5
20151129 08:00,0.7,21,83.7,9.7,1.27,5
20151129 08:30,0.8,24,83.8,9.8,1.27,5
20151129 09:00,1,30,84,10,1.27,5
20151129 09:30,1,30,84.5,10.2,1.27,5
20151129 10:00,1,30,85,10.3,1.27,5
20151129 10:30,1,30,85.5,10.5,1.27,5
20151129 11:00,1,30,86,10.7,1.27,5
20151129 11:30,1,30,86.5,10.8,1.27,5
20151129 12:00,1,30,87,11,1.27,5
20151129 12:30,1,30,86,11,1.27,5
20151129 13:00,1,30,85,11,1.27,5
20151129 13:30,1,30,84,11,1.27,5
20151129 14:00,1,30,83,11,1.27,5
20151129 14:30,1,30,82,11,1.27,5
20151129 15:00,1,30,81,11,1.27,5
20151129 15:30,0.8,24,78,10.8,1.27,5
20151129 16:00,0.7,21,75,10.7,1.27,5
20151129 16:30,0.5,15,72,10.5,1.27,5
20151129 17:00,0.3,9,69,10.3,1.27,5
20151129 17:30,0.2,6,66,10.2,1.27,5
20151129 18:00,0,0,63,10,1.27,5
20151129 18:30,0,0,53.8,9.5,1.27,5
20151129 19:00,0,0,44.7,9,1.27,5
20151129 19:30,0,0,35.5,8.5,1.27,5
20151129 20:00,0,0,26.3,8,1.27,5
20151129 20:30,0,0,17.2,7.5,1.27,5
20151129 21:00,0,0,8,7,1.27,5
20151129 21:30,0,0,8,6.8,1.27,5
20151129 22:00,0,0,8,6.7,1.27,5
20151129 22:30,0,0,8,6.5,1.27,5
20151129 23:00,0,0,8,6.3,1.27,5
20151129 23:30,0,0,8,6.2,1.27,5
20151130 00:00,0,0,4,8,1.27,5
20151130 00:30,0,0,6.7,7.8,1.27,5
20151130 01:00,0,0,9.3,7.7,1.27,5
20151130 01:30,0,0,12,7.5,1.27,5
20151130 02:00,0,0,14.7,7.3,1.27,5
20151130 02:30,0,0,17.3,7.2,1.27,5
20151130 03:00,0,0,20,7,1.27,5
20151130 03:30,0,0,27.2,7.2,1.27,5
20151130 04:00,0,0,34.3,7.3,1.27,5
20151130 04:30,0,0,41.5,7.5,1.27,5
20151130 05:00,0,0,48.7,7.7,1.27,5
20151130 05:30,0,0,55.8,7.8,1.27,5
20151130 06:00,0,0,63,8,1.27,5
20151130 06:30,0.2,6,60.7,8.3,1.27,5
20151130 07:00,0.3,9,58.3,8.7,1.27,5
20151130 07:30,0.5,15,56,9,1.27,5
20151130 08:00,0.7,21,53.7,9.3,1.27,5
20151130 08:30,0.8,24,51.3,9.7,1.27,5
20151130 09:00,1,30,49,10,1.27,5
20151130 09:30,1,30,50.8,10.2,1.27,5
20151130 10:00,1,30,52.7,10.3,1.27,5
